,TIPO DE CARTÃO,ENTIDADE VINCULADA,UNIDADE GESTORA,NOME PORTADOR,DATA TRANSAÇÃO,MES,ANO,VALOR
329,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,28/03/2020,5,2020,224.0
330,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,22/04/2020,5,2020,229.39
331,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,18/12/2019,1,2020,230.0
332,Cartão de Pagamento do Governo Federal - CPGF,24208 - Instituto Nacional de Tecnologia da Informação,243001 - INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,RONEY CARVALHO DOS SANTOS,06/10/2020,11,2020,232.85
333,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,16/03/2020,4,2020,235.0
334,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,IZAIAS RODRIGUES PENHA,14/08/2020,9,2020,236.75
335,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,ODIMAR RAFAEL MAIA,15/08/2020,9,2020,239.03
336,Cartão de Pagamento do Governo Federal - CPGF,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NILO DA LUZ GUTEMBERG,22/04/2020,5,2020,239.88
337,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,04/10/2020,11,2020,244.13
338,Cartão de Pagamento do Governo Federal - CPGF,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NILO DA LUZ GUTEMBERG,29/09/2020,11,2020,245.0
339,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,30/03/2020,5,2020,245.05
340,Cartão de Pagamento do Governo Federal - CPGF,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NILO DA LUZ GUTEMBERG,04/03/2020,4,2020,246.6
341,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,04/05/2020,6,2020,248.13
342,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LUIS CARLOS MACHADO DA SILVA,28/01/2020,2,2020,250.0
343,Cartão de Pagamento do Governo Federal - CPGF,24208 - Instituto Nacional de Tecnologia da Informação,243001 - INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,RONEY CARVALHO DOS SANTOS,20/11/2020,12,2020,250.0
344,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,26/08/2020,9,2020,250.0
345,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,11/12/2019,1,2020,252.0
346,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,22/05/2020,6,2020,257.09
347,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,NUBIA STEFANYA ANTUNES FRANCA,29/11/2019,1,2020,260.0
348,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,10/12/2019,1,2020,263.37
349,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,PEDRO FERREIRA DO PRADO FILHO,19/08/2020,9,2020,266.0
350,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,20/09/2020,10,2020,266.97
351,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,28/01/2020,2,2020,270.92
352,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,15/12/2019,1,2020,271.1
353,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,02/12/2019,1,2020,275.41
354,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,23/07/2020,8,2020,276.0
355,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,22/05/2020,6,2020,279.61
356,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,18/03/2020,4,2020,281.32
357,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,31/07/2020,9,2020,283.81
358,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,03/12/2019,1,2020,287.77
359,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,13/08/2020,9,2020,290.4
360,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,29/06/2020,8,2020,290.53
361,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,21/02/2020,3,2020,291.11
362,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,04/12/2019,1,2020,300.0
363,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,WALDEVAN BATISTA DE LIMA,12/11/2020,12,2020,300.0
364,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,WALDEVAN BATISTA DE LIMA,13/05/2020,6,2020,300.0
365,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,02/02/2020,3,2020,305.83
366,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,09/12/2019,1,2020,305.91
367,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,19/06/2020,7,2020,309.47
368,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LUIS CARLOS MACHADO DA SILVA,25/02/2020,3,2020,309.61
369,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,WALDEVAN BATISTA DE LIMA,25/11/2020,12,2020,310.0
370,Cartão de Pagamento do Governo Federal - CPGF,24208 - Instituto Nacional de Tecnologia da Informação,243001 - INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,JORGE LUIS RODRIGUES,28/02/2020,4,2020,310.0
371,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,NUBIA STEFANYA ANTUNES FRANCA,03/07/2020,8,2020,320.0
372,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,02/02/2020,3,2020,325.18
373,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,ODIMAR RAFAEL MAIA,15/08/2020,9,2020,327.02
374,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,01/11/2020,12,2020,327.59
375,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,13/09/2020,10,2020,331.97
376,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,14/08/2020,9,2020,334.27
377,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,24/06/2020,7,2020,342.0
378,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,VALMIR MORAES DA SILVA,14/11/2020,12,2020,342.63
379,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,10/03/2020,4,2020,346.52
380,Cartão de Pagamento do Governo Federal - CPGF,24208 - Instituto Nacional de Tecnologia da Informação,243001 - INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,ROBERTO BUENO DE ASSUNCAO,02/06/2020,7,2020,348.0
381,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,12/03/2020,4,2020,349.39
382,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,WALDEVAN BATISTA DE LIMA,10/08/2020,9,2020,350.0
383,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,17/09/2020,10,2020,350.0
384,Cartão de Pagamento do Governo Federal - CPGF,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NILO DA LUZ GUTEMBERG,04/09/2020,10,2020,357.7
385,Cartão de Pagamento do Governo Federal - CPGF,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NILO DA LUZ GUTEMBERG,13/11/2020,12,2020,359.8
386,Cartão de Pagamento do Governo Federal - CPGF,24208 - Instituto Nacional de Tecnologia da Informação,243001 - INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,JORGE LUIS RODRIGUES,13/02/2020,3,2020,360.0
387,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,18/06/2020,7,2020,379.6
388,Cartão de Pagamento do Governo Federal - CPGF,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NILO DA LUZ GUTEMBERG,17/03/2020,4,2020,380.85
389,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,09/07/2020,8,2020,385.18
390,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,04/06/2020,7,2020,390.0
391,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,20/06/2020,7,2020,399.7
392,Cartão de Pagamento do Governo Federal - CPGF,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NILO DA LUZ GUTEMBERG,18/06/2020,7,2020,400.0
393,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,WALDEVAN BATISTA DE LIMA,22/10/2020,11,2020,400.0
394,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LUIS CARLOS MACHADO DA SILVA,16/02/2020,3,2020,401.49
395,Cartão de Pagamento do Governo Federal - CPGF,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NILO DA LUZ GUTEMBERG,19/02/2020,3,2020,406.1
396,Cartão de Pagamento do Governo Federal - CPGF,24208 - Instituto Nacional de Tecnologia da Informação,243001 - INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,JORGE LUIS RODRIGUES,02/03/2020,4,2020,410.0
397,Cartão de Pagamento do Governo Federal - CPGF,24208 - Instituto Nacional de Tecnologia da Informação,243001 - INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,JORGE LUIS RODRIGUES,14/08/2020,9,2020,413.0
398,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,24/01/2020,2,2020,419.05
399,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,20/08/2020,9,2020,420.0
400,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,12/12/2019,1,2020,423.1
401,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,30/10/2020,12,2020,428.53
402,Cartão de Pagamento do Governo Federal - CPGF,24208 - Instituto Nacional de Tecnologia da Informação,243001 - INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,JORGE LUIS RODRIGUES,27/10/2020,11,2020,430.1
403,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,18/12/2019,1,2020,433.29
404,Cartão de Pagamento do Governo Federal - CPGF,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NILO DA LUZ GUTEMBERG,15/06/2020,7,2020,448.5
405,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,17/07/2020,8,2020,450.0
406,Cartão de Pagamento do Governo Federal - CPGF,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NILO DA LUZ GUTEMBERG,17/04/2020,5,2020,458.0
407,Cartão de Pagamento do Governo Federal - CPGF,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NILO DA LUZ GUTEMBERG,13/07/2020,8,2020,459.8
408,Cartão de Pagamento do Governo Federal - CPGF,24208 - Instituto Nacional de Tecnologia da Informação,243001 - INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,ROBERTO BUENO DE ASSUNCAO,28/05/2020,7,2020,460.0
409,Cartão de Pagamento do Governo Federal - CPGF,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NILO DA LUZ GUTEMBERG,16/12/2019,1,2020,467.0
410,Cartão de Pagamento do Governo Federal - CPGF,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NILO DA LUZ GUTEMBERG,18/12/2019,1,2020,469.0
411,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,24/06/2020,7,2020,470.0
412,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,12/08/2020,9,2020,480.0
413,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,26/10/2020,11,2020,480.0
414,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,THIAGO RAMOS DE SOUZA,30/01/2020,3,2020,487.5
415,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,WALDEVAN BATISTA DE LIMA,03/12/2019,1,2020,492.44
416,Cartão de Pagamento do Governo Federal - CPGF,24208 - Instituto Nacional de Tecnologia da Informação,243001 - INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,JORGE LUIS RODRIGUES,03/12/2019,1,2020,500.0
417,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,27/03/2020,5,2020,500.0
418,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,WALDEVAN BATISTA DE LIMA,14/07/2020,8,2020,550.0
419,Cartão de Pagamento do Governo Federal - CPGF,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NILO DA LUZ GUTEMBERG,01/10/2020,11,2020,558.8
420,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,01/07/2020,8,2020,585.6
421,Cartão de Pagamento do Governo Federal - CPGF,24208 - Instituto Nacional de Tecnologia da Informação,243001 - INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,JORGE LUIS RODRIGUES,16/12/2019,1,2020,590.0
422,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,NUBIA STEFANYA ANTUNES FRANCA,28/11/2019,1,2020,599.0
423,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110120 - AGENCIA BRASILEIRA DE INTELIGENCIA,Sigiloso,Sem informação,3,2020,600.0
424,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,WALDEVAN BATISTA DE LIMA,25/11/2020,12,2020,600.0
425,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,PEDRO FERREIRA DO PRADO FILHO,21/08/2020,9,2020,600.0
426,Cartão de Pagamento do Governo Federal - CPGF,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NILO DA LUZ GUTEMBERG,11/05/2020,6,2020,600.0
427,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110120 - AGENCIA BRASILEIRA DE INTELIGENCIA,Sigiloso,Sem informação,10,2020,620.0
428,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,10/09/2020,10,2020,630.0
429,Cartão de Pagamento do Governo Federal - CPGF,24208 - Instituto Nacional de Tecnologia da Informação,243001 - INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,RONEY CARVALHO DOS SANTOS,20/08/2020,9,2020,633.8
430,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,THIAGO RAMOS DE SOUZA,30/01/2020,3,2020,640.0
431,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,04/03/2020,4,2020,640.0
432,Cartão de Pagamento do Governo Federal - CPGF,24208 - Instituto Nacional de Tecnologia da Informação,243001 - INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,JORGE LUIS RODRIGUES,03/03/2020,4,2020,646.0
433,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,WALDEVAN BATISTA DE LIMA,07/08/2020,9,2020,650.0
434,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,17/09/2020,10,2020,650.0
435,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110120 - AGENCIA BRASILEIRA DE INTELIGENCIA,Sigiloso,Sem informação,4,2020,655.39
436,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,WALDEVAN BATISTA DE LIMA,22/10/2020,11,2020,660.0
